Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,month,year,day_of_week,holiday_flag,Outlier,Predicted_Sales
1,2010-08-13,1508237.76,0,87.0,2.692,211.6394211,7.787,8,2010,Friday,False,1,1271750.5038263546
1,2010-08-20,1513080.49,0,86.65,2.664,211.6033633,7.787,8,2010,Friday,False,1,1272202.2291523232
1,2010-08-27,1449142.92,0,85.22,2.619,211.5673056,7.787,8,2010,Friday,False,1,1274242.0393128772
1,2010-09-03,1540163.53,0,81.21,2.577,211.5312479,7.787,9,2010,Friday,False,1,1295804.8465372762
1,2010-09-10,1507460.69,1,78.69,2.565,211.4951902,7.787,9,2010,Friday,True,1,1342584.972679577
1,2010-09-17,1430378.67,0,82.11,2.582,211.5224596,7.787,9,2010,Friday,False,1,1294442.72558641
1,2010-09-24,1351791.03,0,80.94,2.624,211.5972246,7.787,9,2010,Friday,False,1,1296381.0780572325
1,2010-10-01,1453329.5,0,71.89,2.603,211.6719895,7.838,10,2010,Friday,False,1,1324620.7414096175
1,2010-10-08,1508239.93,0,63.93,2.633,211.7467544,7.838,10,2010,Friday,False,1,1337145.3748150144
1,2010-10-15,1459409.1,0,67.18,2.72,211.8137436,7.838,10,2010,Friday,False,1,1332445.638965268
1,2010-10-22,1345454.0,0,69.86,2.725,211.8612937,7.838,10,2010,Friday,False,1,1328163.7550569233
1,2010-10-29,1384209.22,0,69.64,2.716,211.9088438,7.838,10,2010,Friday,False,1,1328346.9543948388
1,2010-11-05,1551659.28,0,58.74,2.689,211.9563939,7.838,11,2010,Friday,False,1,1360639.4413044136
1,2010-11-12,1494479.49,0,59.61,2.728,212.003944,7.838,11,2010,Friday,False,1,1359415.5213070828
1,2010-11-19,1483784.18,0,51.41,2.771,211.8896737,7.838,11,2010,Friday,False,1,1372817.6127179153
1,2010-11-26,1955624.11,1,64.52,2.735,211.7484333,7.838,11,2010,Friday,True,1,1395134.1645734361
1,2010-12-03,1548033.78,0,49.27,2.708,211.607193,7.838,12,2010,Friday,False,1,1391855.7515237057
1,2010-12-10,1682614.26,0,46.33,2.843,211.4659526,7.838,12,2010,Friday,False,1,1397641.3229193774
1,2010-12-17,1891034.93,0,49.84,2.869,211.4053124,7.838,12,2010,Friday,False,1,1392428.6043509943
1,2010-12-24,2387950.2,0,52.33,2.886,211.4051222,7.838,12,2010,Friday,False,1,1388626.8017008733
1,2010-12-31,1367320.01,1,48.43,2.943,211.4049321,7.838,12,2010,Friday,True,1,1437932.3713373528
1,2011-01-07,1444732.28,0,48.27,2.976,211.4047419,7.742,1,2011,Friday,False,1,1227714.7031441338
1,2011-01-14,1391013.96,0,35.4,2.983,211.4574109,7.742,1,2011,Friday,False,1,1247852.5190424533
1,2011-01-21,1327405.42,0,44.04,3.016,211.8272343,7.742,1,2011,Friday,False,1,1233676.412565207
1,2011-01-28,1316899.31,0,43.83,3.01,212.1970577,7.742,1,2011,Friday,False,1,1233150.134919589
1,2011-02-04,1606629.58,0,42.27,2.989,212.5668812,7.742,2,2011,Friday,False,1,1250101.1769833616
1,2011-02-11,1649614.93,1,36.39,3.022,212.9367046,7.742,2,2011,Friday,True,1,1301545.3038871768
1,2011-02-18,1686842.78,0,57.36,3.045,213.2478853,7.742,2,2011,Friday,False,1,1225254.2095386572
1,2011-02-25,1456800.28,0,62.9,3.065,213.535609,7.742,2,2011,Friday,False,1,1216045.1813223953
1,2011-03-04,1636263.41,0,59.58,3.288,213.8233327,7.742,3,2011,Friday,False,1,1237489.5333799166
1,2011-03-11,1553191.63,0,53.56,3.459,214.1110564,7.742,3,2011,Friday,False,1,1247391.265959734
1,2011-03-18,1576818.06,0,62.76,3.488,214.3627114,7.742,3,2011,Friday,False,1,1232571.7744856277
1,2011-03-25,1541102.38,0,69.97,3.473,214.5999389,7.742,3,2011,Friday,False,1,1220629.9695686372
1,2011-04-01,1495064.75,0,59.17,3.524,214.8371664,7.682,4,2011,Friday,False,1,1254164.9980464277
1,2011-04-08,1614259.35,0,67.84,3.622,215.0743939,7.682,4,2011,Friday,False,1,1240647.4289096228
1,2011-04-15,1559889.0,0,71.27,3.743,215.2918561,7.682,4,2011,Friday,False,1,1235547.9211699641
1,2011-04-22,1564819.81,0,72.99,3.807,215.4599053,7.682,4,2011,Friday,False,1,1232881.3201020418
1,2011-04-29,1455090.69,0,72.03,3.81,215.6279544,7.682,4,2011,Friday,False,1,1234036.1587962206
1,2011-05-06,1629391.28,0,64.61,3.906,215.7960035,7.682,5,2011,Friday,False,1,1261377.774620823
1,2011-05-13,1604775.58,0,75.64,3.899,215.9640526,7.682,5,2011,Friday,False,1,1243641.1448227058
1,2011-05-20,1428218.27,0,67.63,3.907,215.7339202,7.682,5,2011,Friday,False,1,1256779.0963269514
1,2011-05-27,1466046.67,0,77.72,3.786,215.5037878,7.682,5,2011,Friday,False,1,1240676.0255886584
1,2011-06-03,1635078.41,0,83.0,3.699,215.2736553,7.682,6,2011,Friday,False,1,1247794.414130597
1,2011-06-10,1588948.32,0,83.13,3.648,215.0435229,7.682,6,2011,Friday,False,1,1247775.7302319028
1,2011-06-17,1532114.86,0,86.41,3.637,214.9980596,7.682,6,2011,Friday,False,1,1242655.8810187627
1,2011-06-24,1438830.15,0,83.58,3.594,215.0910982,7.682,6,2011,Friday,False,1,1246621.278561872
1,2011-07-01,1488538.09,0,85.55,3.524,215.1841368,7.962,7,2011,Friday,False,1,1252150.582434814
1,2011-07-08,1534849.64,0,85.83,3.48,215.2771754,7.962,7,2011,Friday,False,1,1251225.9691193528
1,2011-07-15,1455119.97,0,88.54,3.575,215.3611087,7.962,7,2011,Friday,False,1,1247387.4772886303
1,2011-07-22,1396926.82,0,85.77,3.651,215.4222784,7.962,7,2011,Friday,False,1,1252084.0985744903
1,2011-07-29,1352219.79,0,86.83,3.682,215.4834482,7.962,7,2011,Friday,False,1,1250480.9421241148
1,2011-08-05,1624383.75,0,91.65,3.684,215.544618,7.962,8,2011,Friday,False,1,1258241.999046895
1,2011-08-12,1525147.09,0,90.76,3.638,215.6057878,7.962,8,2011,Friday,False,1,1259212.448734163
1,2011-08-19,1530761.43,0,89.94,3.554,215.6693107,7.962,8,2011,Friday,False,1,1259826.6941405004
1,2011-08-26,1464693.46,0,87.96,3.523,215.7332258,7.962,8,2011,Friday,False,1,1262597.872902792
1,2011-09-02,1550229.22,0,87.83,3.533,215.7971409,7.962,9,2011,Friday,False,1,1278176.6496406868
1,2011-09-09,1540471.24,1,76.0,3.546,215.861056,7.962,9,2011,Friday,True,1,1339513.853029562
1,2011-09-16,1514259.78,0,79.94,3.526,216.0410526,7.962,9,2011,Friday,False,1,1289982.5074468679
1,2011-09-23,1380020.27,0,75.8,3.467,216.3758246,7.962,9,2011,Friday,False,1,1295368.8380665327
1,2011-09-30,1394561.83,0,79.69,3.355,216.7105965,7.962,9,2011,Friday,False,1,1287809.3326311226
1,2011-10-07,1630989.95,0,69.31,3.285,217.0453684,7.866,10,2011,Friday,False,1,1320495.993304233
1,2011-10-14,1493525.93,0,71.74,3.274,217.3552733,7.866,10,2011,Friday,False,1,1315924.9024283425
1,2011-10-21,1502562.78,0,63.71,3.353,217.5159762,7.866,10,2011,Friday,False,1,1328680.2429546844
1,2011-10-28,1445249.09,0,66.57,3.372,217.6766791,7.866,10,2011,Friday,False,1,1323954.249120805
1,2011-11-04,1697229.58,0,54.98,3.332,217.837382,7.866,11,2011,Friday,False,1,1356997.5043271529
1,2011-11-11,1594938.89,0,59.11,3.297,217.9980849,7.866,11,2011,Friday,False,1,1349934.6313187801
1,2011-11-18,1539483.7,0,62.25,3.308,218.2205088,7.866,11,2011,Friday,False,1,1344581.6822642419
1,2011-11-25,2033320.66,1,60.14,3.236,218.4676211,7.866,11,2011,Friday,True,1,1389711.0142275556
1,2011-12-02,1584083.95,0,48.91,3.172,218.7147333,7.866,12,2011,Friday,False,1,1379026.2570699984
1,2011-12-09,1799682.38,0,43.93,3.158,218.9618456,7.866,12,2011,Friday,False,1,1386211.0221408675
1,2011-12-16,1881176.67,0,51.63,3.159,219.1794533,7.866,12,2011,Friday,False,1,1373644.6666171965
1,2011-12-23,2270188.99,0,47.96,3.112,219.3577216,7.866,12,2011,Friday,False,1,1378715.2369927336
1,2011-12-30,1497462.72,1,44.55,3.129,219.5359898,7.866,12,2011,Friday,True,1,1426602.872770254
1,2012-01-06,1550369.92,0,49.01,3.157,219.7142581,7.348,1,2012,Friday,False,1,1218017.8820414077
1,2012-01-13,1459601.17,0,48.53,3.261,219.8925263,7.348,1,2012,Friday,False,1,1219037.128589735
1,2012-01-20,1394393.84,0,54.11,3.268,219.9856893,7.348,1,2012,Friday,False,1,1210113.144634143
1,2012-01-27,1319325.59,0,54.26,3.29,220.0788523,7.348,1,2012,Friday,False,1,1209811.1108595496
1,2012-02-03,1636339.65,0,56.55,3.36,220.1720153,7.348,2,2012,Friday,False,1,1221905.6940082484
1,2012-02-10,1802477.43,1,48.02,3.409,220.2651783,7.348,2,2012,Friday,True,1,1278224.5705329492
1,2012-02-17,1819870.0,0,45.32,3.51,220.4257586,7.348,2,2012,Friday,False,1,1239930.6768639549
1,2012-02-24,1539387.83,0,57.25,3.555,220.636902,7.348,2,2012,Friday,False,1,1221015.3471380705
1,2012-03-02,1688420.76,0,60.96,3.63,220.8480454,7.348,3,2012,Friday,False,1,1230650.8598020286
1,2012-03-09,1675431.16,0,58.76,3.669,221.0591887,7.348,3,2012,Friday,False,1,1233885.9574882854
1,2012-03-16,1677472.78,0,64.74,3.734,221.2118132,7.348,3,2012,Friday,False,1,1224570.292870394
1,2012-03-23,1511068.07,0,65.93,3.787,221.2864126,7.348,3,2012,Friday,False,1,1222872.8637548182
1,2012-03-30,1649604.63,0,67.61,3.845,221.3610119,7.348,3,2012,Friday,False,1,1220437.7033291887
1,2012-04-06,1899676.88,0,70.43,3.891,221.4356112,7.143,4,2012,Friday,False,1,1236113.370522233
1,2012-04-13,1621031.7,0,69.07,3.891,221.5102105,7.143,4,2012,Friday,False,1,1238083.9940061243
1,2012-04-20,1521577.87,0,66.76,3.877,221.5640737,7.143,4,2012,Friday,False,1,1241503.4588555316
1,2012-04-27,1468928.37,0,67.23,3.814,221.6179368,7.143,4,2012,Friday,False,1,1240246.596166741
1,2012-05-04,1684519.99,0,75.55,3.749,221.6718,7.143,5,2012,Friday,False,1,1242102.667512757
1,2012-05-11,1611096.05,0,73.77,3.688,221.7256632,7.143,5,2012,Friday,False,1,1244391.6922973813
1,2012-05-18,1595901.87,0,70.33,3.63,221.742674,7.143,5,2012,Friday,False,1,1249387.9759350664
1,2012-05-25,1555444.55,0,77.22,3.561,221.744944,7.143,5,2012,Friday,False,1,1238125.7667186605
1,2012-06-01,1624477.58,0,77.95,3.501,221.7472139,7.143,6,2012,Friday,False,1,1252046.3325180537
1,2012-06-08,1697230.96,0,78.3,3.452,221.7494839,7.143,6,2012,Friday,False,1,1251180.8392904727
1,2012-06-15,1630607.0,0,79.35,3.393,221.7626421,7.143,6,2012,Friday,False,1,1249128.6043223143
1,2012-06-22,1527845.81,0,78.39,3.346,221.8030211,7.143,6,2012,Friday,False,1,1250248.6168494758
1,2012-06-29,1540421.49,0,84.88,3.286,221.8434,7.143,6,2012,Friday,False,1,1239587.3398377965
1,2012-07-06,1769854.16,0,81.57,3.227,221.8837789,6.908,7,2012,Friday,False,1,1264960.694177548
1,2012-07-13,1527014.04,0,77.12,3.256,221.9241579,6.908,7,2012,Friday,False,1,1272043.2473641033
1,2012-07-20,1497954.76,0,80.42,3.311,221.9327267,6.908,7,2012,Friday,False,1,1267191.1976378085
1,2012-07-27,1439123.71,0,82.66,3.407,221.9412954,6.908,7,2012,Friday,False,1,1264263.7880064175
1,2012-08-03,1631135.79,0,86.11,3.417,221.9498642,6.908,8,2012,Friday,False,1,1274343.2672822056
1,2012-08-10,1592409.97,0,85.05,3.494,221.9584329,6.908,8,2012,Friday,False,1,1276477.344452987
1,2012-08-17,1597868.05,0,84.85,3.571,222.0384109,6.908,8,2012,Friday,False,1,1277103.0107140578
1,2012-08-24,1494122.38,0,77.66,3.62,222.1719457,6.908,8,2012,Friday,False,1,1288409.056058168
1,2012-08-31,1582083.4,0,80.49,3.638,222.3054805,6.908,8,2012,Friday,False,1,1283783.9179875185
1,2012-09-07,1661767.33,1,83.96,3.73,222.4390153,6.908,9,2012,Friday,True,1,1336895.1311746486
1,2012-09-14,1517428.87,0,74.97,3.717,222.5820193,6.908,9,2012,Friday,False,1,1307794.1342954512
1,2012-09-21,1506126.06,0,69.87,3.721,222.7818386,6.908,9,2012,Friday,False,1,1315386.1344593097
1,2012-09-28,1437059.26,0,76.08,3.666,222.9816579,6.908,9,2012,Friday,False,1,1304843.6138672137
1,2012-10-05,1670785.97,0,68.55,3.617,223.1814772,6.573,10,2012,Friday,False,1,1338761.5672758662
1,2012-10-12,1573072.81,0,62.99,3.601,223.3812965,6.573,10,2012,Friday,False,1,1346949.0273092927
1,2012-10-19,1508068.77,0,67.97,3.594,223.4257233,6.573,10,2012,Friday,False,1,1338986.2067436192
1,2012-10-26,1493659.74,0,69.16,3.506,223.4442513,6.573,10,2012,Friday,False,1,1336518.2707796893
2,2010-02-05,2136989.46,0,40.19,2.572,210.7526053,8.324,2,2010,Friday,False,1,1226737.050031188
2,2010-02-12,2137809.5,1,38.49,2.548,210.8979935,8.324,2,2010,Friday,True,1,1271752.0681053177
2,2010-02-19,2124451.54,0,39.69,2.514,210.9451605,8.324,2,2010,Friday,False,1,1226728.3494747332
2,2010-02-26,1865097.27,0,46.1,2.561,210.9759573,8.324,2,2010,Friday,False,1,1216892.7157533653
2,2010-03-05,1991013.13,0,47.17,2.625,211.0067542,8.324,3,2010,Friday,False,1,1231002.9549653316
2,2010-03-12,1990483.78,0,57.56,2.667,211.037551,8.324,3,2010,Friday,False,1,1214885.763334196
2,2010-03-19,1946070.88,0,54.52,2.72,210.8733316,8.324,3,2010,Friday,False,1,1220358.9701535373
2,2010-03-26,1750197.81,0,51.26,2.732,210.6766095,8.324,3,2010,Friday,False,1,1225989.424669947
2,2010-04-02,2066187.72,0,63.27,2.719,210.4798874,8.2,4,2010,Friday,False,1,1225671.9919442772
2,2010-04-09,1954689.21,0,65.41,2.77,210.2831653,8.2,4,2010,Friday,False,1,1223070.1900164094
2,2010-04-16,1874957.94,0,68.07,2.808,210.1495463,8.2,4,2010,Friday,False,1,1219429.7805497092
2,2010-04-23,1821990.93,0,65.11,2.795,210.1000648,8.2,4,2010,Friday,False,1,1224104.870130274
2,2010-04-30,1802450.29,0,66.98,2.78,210.0505833,8.2,4,2010,Friday,False,1,1221182.6700570069
2,2010-05-07,2042581.71,0,71.28,2.835,210.0011018,8.2,5,2010,Friday,False,1,1230341.2681912808
2,2010-05-14,1880752.36,0,73.31,2.854,209.9984585,8.2,5,2010,Friday,False,1,1227279.9226214448
2,2010-05-21,1896937.1,0,74.83,2.826,210.2768443,8.2,5,2010,Friday,False,1,1224099.6781252173
2,2010-05-28,1957113.89,0,81.13,2.759,210.5552301,8.2,5,2010,Friday,False,1,1213165.9257534905
2,2010-06-04,2102539.93,0,81.81,2.705,210.833616,8.2,6,2010,Friday,False,1,1226592.3567263507
2,2010-06-11,2025538.76,0,83.4,2.668,211.1120018,8.2,6,2010,Friday,False,1,1223245.0930696037
2,2010-06-18,2001636.96,0,85.81,2.637,211.1096543,8.2,6,2010,Friday,False,1,1219269.1673406982
2,2010-06-25,1939927.09,0,86.26,2.653,210.9950134,8.2,6,2010,Friday,False,1,1218917.5975021005
2,2010-07-02,2003940.64,0,82.74,2.669,210.8803726,8.099,7,2010,Friday,False,1,1242481.8922469225
2,2010-07-09,1880902.62,0,82.59,2.642,210.7657317,8.099,7,2010,Friday,False,1,1242799.7102123364
2,2010-07-16,1845879.79,0,85.32,2.623,210.7577954,8.099,7,2010,Friday,False,1,1238409.7762318556
2,2010-07-23,1781717.71,0,87.66,2.608,210.8921319,8.099,7,2010,Friday,False,1,1234342.9601251874
2,2010-07-30,1804246.16,0,83.49,2.64,211.0264684,8.099,7,2010,Friday,False,1,1240797.0428880434
2,2010-08-06,1991909.98,0,89.53,2.627,211.1608049,8.099,8,2010,Friday,False,1,1246385.327633635
2,2010-08-13,1895601.05,0,89.05,2.692,211.2951413,8.099,8,2010,Friday,False,1,1247254.3207698918
2,2010-08-20,1964335.23,0,88.7,2.664,211.2596586,8.099,8,2010,Friday,False,1,1247704.7740856519
2,2010-08-27,1863840.49,0,87.12,2.619,211.2241759,8.099,8,2010,Friday,False,1,1249978.8590827147
2,2010-09-03,1904608.09,0,81.83,2.577,211.1886931,8.099,9,2010,Friday,False,1,1273550.392610516
2,2010-09-10,1839128.83,1,79.09,2.565,211.1532104,8.099,9,2010,Friday,True,1,1320674.7153479096
2,2010-09-17,1793903.6,0,82.05,2.582,211.1806415,8.099,9,2010,Friday,False,1,1273254.4535905297
2,2010-09-24,1724557.22,0,81.79,2.624,211.2552578,8.099,9,2010,Friday,False,1,1273764.1520954631
2,2010-10-01,1827440.43,0,69.24,2.603,211.3298742,8.163,10,2010,Friday,False,1,1307213.309197891
2,2010-10-08,1849921.44,0,63.19,2.633,211.4044906,8.163,10,2010,Friday,False,1,1316738.977358124
2,2010-10-15,1794355.49,0,65.8,2.72,211.4713286,8.163,10,2010,Friday,False,1,1313044.574869221
2,2010-10-22,1737947.64,0,68.5,2.725,211.5187208,8.163,10,2010,Friday,False,1,1308731.6339884643
2,2010-10-29,1802755.11,0,66.24,2.716,211.5661131,8.163,10,2010,Friday,False,1,1312118.616456828
2,2010-11-05,1939061.41,0,57.85,2.689,211.6135053,8.163,11,2010,Friday,False,1,1340469.9724100768
2,2010-11-12,1916812.74,0,59.69,2.728,211.6608975,8.163,11,2010,Friday,False,1,1337723.2001452665
2,2010-11-19,1956739.17,0,50.81,2.771,211.5470304,8.163,11,2010,Friday,False,1,1352192.2111246153
2,2010-11-26,2658725.29,1,62.98,2.735,211.4062867,8.163,11,2010,Friday,True,-1,1375983.7565622951
2,2010-12-03,2015781.27,0,49.33,2.708,211.265543,8.163,12,2010,Friday,False,1,1370191.7477901452
2,2010-12-10,2378726.55,0,45.5,2.843,211.1247993,8.163,12,2010,Friday,False,1,1377373.79722613
2,2010-12-17,2609166.75,0,47.55,2.869,211.0645458,8.163,12,2010,Friday,False,-1,1374452.8771738717
2,2010-12-24,3436007.68,0,49.97,2.886,211.0646599,8.163,12,2010,Friday,False,-1,1370760.3232294628
2,2010-12-31,1750434.55,1,47.3,2.943,211.064774,8.163,12,2010,Friday,True,1,1418133.737704848
2,2011-01-07,1758050.79,0,44.69,2.976,211.0648881,8.028,1,2011,Friday,False,1,1212623.4259066754
2,2011-01-14,1744193.58,0,33.02,2.983,211.1176713,8.028,1,2011,Friday,False,1,1230876.6162123387
2,2011-01-21,1751384.9,0,41.4,3.016,211.4864691,8.028,1,2011,Friday,False,1,1217111.0589819546
2,2011-01-28,1695371.68,0,42.83,3.01,211.8552668,8.028,1,2011,Friday,False,1,1214011.740214244
2,2011-02-04,1929346.23,0,38.25,2.989,212.2240646,8.028,2,2011,Friday,False,1,1235707.3896559393
2,2011-02-11,2168041.61,1,33.19,3.022,212.5928624,8.028,2,2011,Friday,True,1,1285866.13010275
2,2011-02-18,2080884.82,0,57.83,3.045,212.9033115,8.028,2,2011,Friday,False,1,1203813.6131407637
2,2011-02-25,1833511.08,0,60.8,3.065,213.190421,8.028,2,2011,Friday,False,1,1198641.6422672316
2,2011-03-04,1981607.78,0,57.77,3.288,213.4775305,8.028,3,2011,Friday,False,1,1219631.9626739104
2,2011-03-11,1879107.31,0,52.7,3.459,213.7646401,8.028,3,2011,Friday,False,1,1228043.258229342
2,2011-03-18,1902557.66,0,62.32,3.488,214.0156238,8.028,3,2011,Friday,False,1,1212565.720989775
2,2011-03-25,1766162.05,0,69.42,3.473,214.2521573,8.028,3,2011,Friday,False,1,1200798.185258906
2,2011-04-01,1800171.36,0,55.43,3.524,214.4886908,7.931,4,2011,Friday,False,1,1240160.6662545311
2,2011-04-08,1847552.61,0,67.0,3.622,214.7252242,7.931,4,2011,Friday,False,1,1222090.7309059203
2,2011-04-15,1856467.84,0,69.48,3.743,214.9420631,7.931,4,2011,Friday,False,1,1218484.3970806352
2,2011-04-22,1886339.6,0,69.39,3.807,215.1096657,7.931,4,2011,Friday,False,1,1218661.0464205344
2,2011-04-29,1745545.28,0,69.21,3.81,215.2772683,7.931,4,2011,Friday,False,1,1218592.0302337483
2,2011-05-06,1837743.6,0,61.48,3.906,215.4448709,7.931,5,2011,Friday,False,1,1246421.4299896215
2,2011-05-13,1838513.07,0,74.61,3.899,215.6124735,7.931,5,2011,Friday,False,1,1225388.1350058145
2,2011-05-20,1688281.86,0,67.14,3.907,215.3834778,7.931,5,2011,Friday,False,1,1237675.6044971042
2,2011-05-27,1797732.56,0,76.42,3.786,215.1544822,7.931,5,2011,Friday,False,1,1222841.9711545077
2,2011-06-03,1933756.21,0,83.07,3.699,214.9254865,7.931,6,2011,Friday,False,1,1227806.5194676719
2,2011-06-10,1929153.16,0,83.4,3.648,214.6964908,7.931,6,2011,Friday,False,1,1227471.2592405723
2,2011-06-17,1953771.99,0,86.53,3.637,214.6513538,7.931,6,2011,Friday,False,1,1222586.2349403435
2,2011-06-24,1790925.8,0,85.17,3.594,214.7441108,7.931,6,2011,Friday,False,1,1224243.8983980431
2,2011-07-01,1866243.0,0,85.69,3.524,214.8368678,7.852,7,2011,Friday,False,1,1239974.2546805278
2,2011-07-08,1853161.99,0,87.7,3.48,214.9296249,7.852,7,2011,Friday,False,1,1236333.6262408786
2,2011-07-15,1785187.29,0,89.83,3.575,215.0134426,7.852,7,2011,Friday,False,1,1233406.1703804557
2,2011-07-22,1743816.41,0,89.34,3.651,215.0749122,7.852,7,2011,Friday,False,1,1234521.819637233
2,2011-07-29,1680693.06,0,90.07,3.682,215.1363819,7.852,7,2011,Friday,False,1,1233436.2024421177
2,2011-08-05,1876704.26,0,93.34,3.684,215.1978515,7.852,8,2011,Friday,False,1,1243630.5780623732
2,2011-08-12,1812768.26,0,91.58,3.638,215.2593211,7.852,8,2011,Friday,False,1,1245966.5350780159
2,2011-08-19,1844094.59,0,89.86,3.554,215.3229307,7.852,8,2011,Friday,False,1,1247993.8684739077
2,2011-08-26,1821139.91,0,90.45,3.523,215.386897,7.852,8,2011,Friday,False,1,1246729.2351408135
2,2011-09-02,1809119.7,0,89.64,3.533,215.4508632,7.852,9,2011,Friday,False,1,1263375.7102244715
2,2011-09-09,1748000.65,1,77.97,3.546,215.5148295,7.852,9,2011,Friday,True,1,1324461.550634922
2,2011-09-16,1691439.52,0,78.85,3.526,215.6944378,7.852,9,2011,Friday,False,1,1279736.2150578422
2,2011-09-23,1669299.78,0,75.58,3.467,216.0282356,7.852,9,2011,Friday,False,1,1283758.5299917771
2,2011-09-30,1650394.44,0,78.14,3.355,216.3620333,7.852,9,2011,Friday,False,1,1278289.6927118457
2,2011-10-07,1837553.43,0,69.92,3.285,216.6958311,7.441,10,2011,Friday,False,1,1314538.9925934616
2,2011-10-14,1743882.19,0,71.67,3.274,217.0048261,7.441,10,2011,Friday,False,1,1311037.725609866
2,2011-10-21,1834680.25,0,64.53,3.353,217.1650042,7.441,10,2011,Friday,False,1,1322396.6502476716
2,2011-10-28,1769296.25,0,65.87,3.372,217.3251824,7.441,10,2011,Friday,False,1,1320058.6894210353
2,2011-11-04,1959707.9,0,55.53,3.332,217.4853605,7.441,11,2011,Friday,False,1,1351140.216837558
2,2011-11-11,1920725.15,0,59.33,3.297,217.6455387,7.441,11,2011,Friday,False,1,1344596.7069405024
2,2011-11-18,1902762.5,0,62.01,3.308,217.8670218,7.441,11,2011,Friday,False,1,1339968.1817389745
2,2011-11-25,2614202.3,1,56.36,3.236,218.1130269,7.441,11,2011,Friday,True,-1,1390658.862977677
2,2011-12-02,1954952.0,0,48.74,3.172,218.3590319,7.441,12,2011,Friday,False,1,1374307.7326115791
2,2011-12-09,2290549.32,0,41.76,3.158,218.605037,7.441,12,2011,Friday,False,1,1384635.5682689906
2,2011-12-16,2432736.52,0,50.13,3.159,218.8217928,7.441,12,2011,Friday,False,-1,1371018.9887229754
2,2011-12-23,3224369.8,0,46.66,3.112,218.9995495,7.441,12,2011,Friday,False,-1,1375776.6284915935
2,2011-12-30,1874226.52,1,44.57,3.129,219.1773063,7.441,12,2011,Friday,True,1,1421592.585082491
2,2012-01-06,1799520.14,0,46.75,3.157,219.355063,7.057,1,2012,Friday,False,1,1213631.5244104147
